centre_No,centre_name_eng,cand_no,Sex,ccode,subject,grade
MV106,REHENDHI SCHOOL,108,M,MV1060108,Dhivehi,D
MV106,REHENDHI SCHOOL,108,M,MV1060108,Islam,D
MV106,REHENDHI SCHOOL,109,M,MV1060109,Dhivehi,A
MV106,REHENDHI SCHOOL,109,M,MV1060109,Islam,C
MV106,REHENDHI SCHOOL,110,M,MV1060110,Dhivehi,B
MV106,REHENDHI SCHOOL,110,M,MV1060110,Islam,C
MV106,REHENDHI SCHOOL,111,M,MV1060111,Dhivehi,C
MV106,REHENDHI SCHOOL,111,M,MV1060111,Islam,C
MV106,REHENDHI SCHOOL,112,M,MV1060112,Dhivehi,A
MV106,REHENDHI SCHOOL,112,M,MV1060112,Islam,A
MV106,REHENDHI SCHOOL,113,M,MV1060113,Dhivehi,B
MV106,REHENDHI SCHOOL,113,M,MV1060113,Islam,B
MV106,REHENDHI SCHOOL,114,M,MV1060114,Dhivehi,B
MV106,REHENDHI SCHOOL,114,M,MV1060114,Islam,A
MV106,REHENDHI SCHOOL,115,M,MV1060115,Dhivehi,E
MV106,REHENDHI SCHOOL,115,M,MV1060115,Islam,U
MV106,REHENDHI SCHOOL,116,M,MV1060116,Dhivehi,A*
MV106,REHENDHI SCHOOL,116,M,MV1060116,Islam,A
MV106,REHENDHI SCHOOL,117,M,MV1060117,Dhivehi,A
MV106,REHENDHI SCHOOL,117,M,MV1060117,Islam,B
MV106,REHENDHI SCHOOL,118,M,MV1060118,Dhivehi,E
MV106,REHENDHI SCHOOL,118,M,MV1060118,Islam,D
MV106,REHENDHI SCHOOL,119,M,MV1060119,Dhivehi,A
MV106,REHENDHI SCHOOL,119,M,MV1060119,Islam,B
MV106,REHENDHI SCHOOL,120,M,MV1060120,Dhivehi,A
MV106,REHENDHI SCHOOL,120,M,MV1060120,Islam,B
MV106,REHENDHI SCHOOL,121,M,MV1060121,Dhivehi,X
MV106,REHENDHI SCHOOL,121,M,MV1060121,Islam,X
MV106,REHENDHI SCHOOL,122,M,MV1060122,Dhivehi,D
MV106,REHENDHI SCHOOL,122,M,MV1060122,Islam,C
MV106,REHENDHI SCHOOL,123,M,MV1060123,Dhivehi,C
MV106,REHENDHI SCHOOL,123,M,MV1060123,Islam,C
MV106,REHENDHI SCHOOL,124,M,MV1060124,Dhivehi,C
MV106,REHENDHI SCHOOL,124,M,MV1060124,Islam,C
MV106,REHENDHI SCHOOL,125,M,MV1060125,Dhivehi,C
MV106,REHENDHI SCHOOL,125,M,MV1060125,Islam,C
MV106,REHENDHI SCHOOL,126,F,MV1060126,Dhivehi,C
MV106,REHENDHI SCHOOL,126,F,MV1060126,Islam,C
MV106,REHENDHI SCHOOL,127,F,MV1060127,Dhivehi,D
MV106,REHENDHI SCHOOL,127,F,MV1060127,Islam,C
MV106,REHENDHI SCHOOL,128,M,MV1060128,Dhivehi,C
MV106,REHENDHI SCHOOL,128,M,MV1060128,Islam,B
MV106,REHENDHI SCHOOL,129,F,MV1060129,Dhivehi,B
MV106,REHENDHI SCHOOL,129,F,MV1060129,Islam,C
MV106,REHENDHI SCHOOL,130,M,MV1060130,Dhivehi,B
MV106,REHENDHI SCHOOL,130,M,MV1060130,Islam,D
MV106,REHENDHI SCHOOL,131,F,MV1060131,Dhivehi,B
MV106,REHENDHI SCHOOL,131,F,MV1060131,Islam,C
MV106,REHENDHI SCHOOL,132,M,MV1060132,Dhivehi,A
MV106,REHENDHI SCHOOL,132,M,MV1060132,Islam,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,1,M,MV1090001,Dhivehi,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,1,M,MV1090001,Islam,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,2,M,MV1090002,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,2,M,MV1090002,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,3,M,MV1090003,Dhivehi,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,3,M,MV1090003,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,4,M,MV1090004,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,4,M,MV1090004,Islam,D
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,5,M,MV1090005,Dhivehi,D
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,5,M,MV1090005,Islam,E
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,6,M,MV1090006,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,6,M,MV1090006,Islam,D
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,7,M,MV1090007,Dhivehi,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,7,M,MV1090007,Islam,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,8,F,MV1090008,Dhivehi,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,8,F,MV1090008,Islam,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,9,F,MV1090009,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,9,F,MV1090009,Islam,E
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,10,F,MV1090010,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,10,F,MV1090010,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,11,F,MV1090011,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,11,F,MV1090011,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,13,F,MV1090013,Dhivehi,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,13,F,MV1090013,Islam,A*
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,14,F,MV1090014,Dhivehi,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,14,F,MV1090014,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,16,M,MV1090016,Dhivehi,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,16,M,MV1090016,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,17,F,MV1090017,Dhivehi,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,17,F,MV1090017,Islam,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,18,M,MV1090018,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,18,M,MV1090018,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,19,M,MV1090019,Dhivehi,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,19,M,MV1090019,Islam,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,20,M,MV1090020,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,20,M,MV1090020,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,24,F,MV1090024,Dhivehi,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,24,F,MV1090024,Islam,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,25,F,MV1090025,Dhivehi,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,25,F,MV1090025,Islam,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,26,F,MV1090026,Dhivehi,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,26,F,MV1090026,Islam,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,27,F,MV1090027,Dhivehi,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,27,F,MV1090027,Islam,D
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,28,F,MV1090028,Dhivehi,E
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,28,F,MV1090028,Islam,D
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,29,F,MV1090029,Dhivehi,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,29,F,MV1090029,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,30,F,MV1090030,Dhivehi,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,30,F,MV1090030,Islam,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,33,M,MV1090033,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,33,M,MV1090033,Islam,D
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,35,M,MV1090035,Dhivehi,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,35,M,MV1090035,Islam,B
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,37,M,MV1090037,Dhivehi,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,37,M,MV1090037,Islam,C
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,38,F,MV1090038,Dhivehi,A
MV109,BRIGHTWAY INTERNATIONAL SCHOOL,38,F,MV1090038,Islam,A
MV110,HURAVEE SCHOOL,1,F,MV1100001,Dhivehi,B
MV110,HURAVEE SCHOOL,1,F,MV1100001,Islam,C
MV110,HURAVEE SCHOOL,2,F,MV1100002,Dhivehi,B
MV110,HURAVEE SCHOOL,2,F,MV1100002,Islam,C
MV110,HURAVEE SCHOOL,3,M,MV1100003,Dhivehi,X
MV110,HURAVEE SCHOOL,3,M,MV1100003,Islam,U
MV110,HURAVEE SCHOOL,4,M,MV1100004,Dhivehi,C
MV110,HURAVEE SCHOOL,4,M,MV1100004,Islam,C
MV110,HURAVEE SCHOOL,5,M,MV1100005,Dhivehi,D
MV110,HURAVEE SCHOOL,5,M,MV1100005,Islam,D
MV110,HURAVEE SCHOOL,6,M,MV1100006,Dhivehi,B
MV110,HURAVEE SCHOOL,6,M,MV1100006,Islam,C
MV110,HURAVEE SCHOOL,7,M,MV1100007,Dhivehi,C
MV110,HURAVEE SCHOOL,7,M,MV1100007,Islam,B
MV110,HURAVEE SCHOOL,8,M,MV1100008,Dhivehi,D
MV110,HURAVEE SCHOOL,8,M,MV1100008,Islam,D
MV110,HURAVEE SCHOOL,10,M,MV1100010,Dhivehi,A
MV110,HURAVEE SCHOOL,10,M,MV1100010,Islam,A
MV110,HURAVEE SCHOOL,11,F,MV1100011,Dhivehi,U
MV110,HURAVEE SCHOOL,12,F,MV1100012,Dhivehi,A
MV110,HURAVEE SCHOOL,12,F,MV1100012,Islam,B
MV110,HURAVEE SCHOOL,14,F,MV1100014,Dhivehi,A
MV110,HURAVEE SCHOOL,14,F,MV1100014,Islam,B
MV110,HURAVEE SCHOOL,15,F,MV1100015,Dhivehi,A
MV110,HURAVEE SCHOOL,15,F,MV1100015,Islam,B
MV110,HURAVEE SCHOOL,16,F,MV1100016,Dhivehi,A
MV110,HURAVEE SCHOOL,16,F,MV1100016,Islam,C
MV110,HURAVEE SCHOOL,17,F,MV1100017,Dhivehi,A
MV110,HURAVEE SCHOOL,17,F,MV1100017,Islam,C
MV110,HURAVEE SCHOOL,18,F,MV1100018,Dhivehi,A
MV110,HURAVEE SCHOOL,18,F,MV1100018,Islam,C
MV110,HURAVEE SCHOOL,19,F,MV1100019,Dhivehi,A
MV110,HURAVEE SCHOOL,19,F,MV1100019,Islam,A
MV110,HURAVEE SCHOOL,20,M,MV1100020,Dhivehi,D
MV110,HURAVEE SCHOOL,20,M,MV1100020,Islam,C
MV110,HURAVEE SCHOOL,21,F,MV1100021,Dhivehi,D
MV110,HURAVEE SCHOOL,21,F,MV1100021,Islam,D
MV110,HURAVEE SCHOOL,22,F,MV1100022,Dhivehi,A
MV110,HURAVEE SCHOOL,22,F,MV1100022,Islam,B
MV110,HURAVEE SCHOOL,23,F,MV1100023,Dhivehi,C
MV110,HURAVEE SCHOOL,23,F,MV1100023,Islam,D
MV110,HURAVEE SCHOOL,24,F,MV1100024,Dhivehi,D
MV110,HURAVEE SCHOOL,24,F,MV1100024,Islam,C
MV110,HURAVEE SCHOOL,25,F,MV1100025,Dhivehi,B
MV110,HURAVEE SCHOOL,25,F,MV1100025,Islam,A*
MV110,HURAVEE SCHOOL,26,M,MV1100026,Dhivehi,D
MV110,HURAVEE SCHOOL,26,M,MV1100026,Islam,D
MV110,HURAVEE SCHOOL,27,M,MV1100027,Dhivehi,D
MV110,HURAVEE SCHOOL,27,M,MV1100027,Islam,D
MV110,HURAVEE SCHOOL,28,M,MV1100028,Dhivehi,B
MV110,HURAVEE SCHOOL,28,M,MV1100028,Islam,B
MV110,HURAVEE SCHOOL,29,F,MV1100029,Dhivehi,A
MV110,HURAVEE SCHOOL,29,F,MV1100029,Islam,B
MV110,HURAVEE SCHOOL,30,F,MV1100030,Dhivehi,A
MV110,HURAVEE SCHOOL,30,F,MV1100030,Islam,C
MV110,HURAVEE SCHOOL,31,F,MV1100031,Dhivehi,C
MV110,HURAVEE SCHOOL,31,F,MV1100031,Islam,D
MV110,HURAVEE SCHOOL,32,F,MV1100032,Dhivehi,E
MV110,HURAVEE SCHOOL,32,F,MV1100032,Islam,D
MV110,HURAVEE SCHOOL,33,F,MV1100033,Dhivehi,C
MV110,HURAVEE SCHOOL,33,F,MV1100033,Islam,C
MV110,HURAVEE SCHOOL,34,F,MV1100034,Dhivehi,B
MV110,HURAVEE SCHOOL,34,F,MV1100034,Islam,C
MV110,HURAVEE SCHOOL,35,F,MV1100035,Dhivehi,D
MV110,HURAVEE SCHOOL,35,F,MV1100035,Islam,E
MV110,HURAVEE SCHOOL,36,F,MV1100036,Dhivehi,C
MV110,HURAVEE SCHOOL,36,F,MV1100036,Islam,C
MV110,HURAVEE SCHOOL,37,F,MV1100037,Dhivehi,U
MV110,HURAVEE SCHOOL,38,M,MV1100038,Dhivehi,E
MV110,HURAVEE SCHOOL,38,M,MV1100038,Islam,U
MV110,HURAVEE SCHOOL,39,M,MV1100039,Dhivehi,U
MV110,HURAVEE SCHOOL,39,M,MV1100039,Islam,U
MV110,HURAVEE SCHOOL,40,M,MV1100040,Dhivehi,B
MV110,HURAVEE SCHOOL,40,M,MV1100040,Islam,B
MV110,HURAVEE SCHOOL,41,M,MV1100041,Dhivehi,A
MV110,HURAVEE SCHOOL,41,M,MV1100041,Islam,B
MV110,HURAVEE SCHOOL,42,M,MV1100042,Dhivehi,C
MV110,HURAVEE SCHOOL,42,M,MV1100042,Islam,C
MV110,HURAVEE SCHOOL,43,M,MV1100043,Dhivehi,C
MV110,HURAVEE SCHOOL,43,M,MV1100043,Islam,D
MV110,HURAVEE SCHOOL,44,M,MV1100044,Dhivehi,X
MV110,HURAVEE SCHOOL,44,M,MV1100044,Islam,X
MV110,HURAVEE SCHOOL,45,M,MV1100045,Dhivehi,D
MV110,HURAVEE SCHOOL,45,M,MV1100045,Islam,U
MV110,HURAVEE SCHOOL,47,M,MV1100047,Dhivehi,C
MV110,HURAVEE SCHOOL,47,M,MV1100047,Islam,C
MV110,HURAVEE SCHOOL,48,F,MV1100048,Dhivehi,B
MV110,HURAVEE SCHOOL,48,F,MV1100048,Islam,C
MV110,HURAVEE SCHOOL,49,F,MV1100049,Dhivehi,B
MV110,HURAVEE SCHOOL,49,F,MV1100049,Islam,A
MV110,HURAVEE SCHOOL,50,M,MV1100050,Dhivehi,D
MV110,HURAVEE SCHOOL,50,M,MV1100050,Islam,C
MV110,HURAVEE SCHOOL,51,M,MV1100051,Dhivehi,D
MV110,HURAVEE SCHOOL,51,M,MV1100051,Islam,D
MV110,HURAVEE SCHOOL,52,F,MV1100052,Dhivehi,C
MV110,HURAVEE SCHOOL,52,F,MV1100052,Islam,C
MV110,HURAVEE SCHOOL,53,F,MV1100053,Dhivehi,B
MV110,HURAVEE SCHOOL,53,F,MV1100053,Islam,C
MV110,HURAVEE SCHOOL,54,F,MV1100054,Dhivehi,B
MV110,HURAVEE SCHOOL,54,F,MV1100054,Islam,C
MV110,HURAVEE SCHOOL,56,F,MV1100056,Dhivehi,B
MV110,HURAVEE SCHOOL,56,F,MV1100056,Islam,B
MV110,HURAVEE SCHOOL,57,M,MV1100057,Dhivehi,C
MV110,HURAVEE SCHOOL,57,M,MV1100057,Islam,C
MV110,HURAVEE SCHOOL,58,M,MV1100058,Dhivehi,B
MV110,HURAVEE SCHOOL,58,M,MV1100058,Islam,A
MV110,HURAVEE SCHOOL,59,M,MV1100059,Dhivehi,B
MV110,HURAVEE SCHOOL,59,M,MV1100059,Islam,C
MV110,HURAVEE SCHOOL,60,M,MV1100060,Dhivehi,C
MV110,HURAVEE SCHOOL,60,M,MV1100060,Islam,D
MV110,HURAVEE SCHOOL,62,M,MV1100062,Dhivehi,C
MV110,HURAVEE SCHOOL,62,M,MV1100062,Islam,C
MV110,HURAVEE SCHOOL,63,M,MV1100063,Dhivehi,C
MV110,HURAVEE SCHOOL,63,M,MV1100063,Islam,D
MV110,HURAVEE SCHOOL,64,M,MV1100064,Dhivehi,U
MV110,HURAVEE SCHOOL,64,M,MV1100064,Islam,U
MV110,HURAVEE SCHOOL,65,M,MV1100065,Dhivehi,C
MV110,HURAVEE SCHOOL,65,M,MV1100065,Islam,C
MV110,HURAVEE SCHOOL,67,M,MV1100067,Dhivehi,D
MV110,HURAVEE SCHOOL,67,M,MV1100067,Islam,D
MV110,HURAVEE SCHOOL,68,M,MV1100068,Dhivehi,E
MV110,HURAVEE SCHOOL,68,M,MV1100068,Islam,D
MV110,HURAVEE SCHOOL,69,M,MV1100069,Dhivehi,C
MV110,HURAVEE SCHOOL,69,M,MV1100069,Islam,C
MV110,HURAVEE SCHOOL,70,F,MV1100070,Dhivehi,B
MV110,HURAVEE SCHOOL,70,F,MV1100070,Islam,C
MV110,HURAVEE SCHOOL,71,F,MV1100071,Dhivehi,B
MV110,HURAVEE SCHOOL,71,F,MV1100071,Islam,A
MV110,HURAVEE SCHOOL,72,F,MV1100072,Dhivehi,B
MV110,HURAVEE SCHOOL,72,F,MV1100072,Islam,B
MV110,HURAVEE SCHOOL,73,M,MV1100073,Dhivehi,B
MV110,HURAVEE SCHOOL,73,M,MV1100073,Islam,B
MV110,HURAVEE SCHOOL,74,F,MV1100074,Dhivehi,C
MV110,HURAVEE SCHOOL,74,F,MV1100074,Islam,C
MV110,HURAVEE SCHOOL,76,F,MV1100076,Dhivehi,A
MV110,HURAVEE SCHOOL,76,F,MV1100076,Islam,B
MV110,HURAVEE SCHOOL,78,M,MV1100078,Dhivehi,E
MV110,HURAVEE SCHOOL,78,M,MV1100078,Islam,D
MV110,HURAVEE SCHOOL,79,F,MV1100079,Dhivehi,C
MV110,HURAVEE SCHOOL,79,F,MV1100079,Islam,A
MV110,HURAVEE SCHOOL,80,F,MV1100080,Dhivehi,B
MV110,HURAVEE SCHOOL,80,F,MV1100080,Islam,C
MV110,HURAVEE SCHOOL,81,M,MV1100081,Dhivehi,B
MV110,HURAVEE SCHOOL,81,M,MV1100081,Islam,C
MV110,HURAVEE SCHOOL,83,M,MV1100083,Dhivehi,C
MV110,HURAVEE SCHOOL,83,M,MV1100083,Islam,C
MV110,HURAVEE SCHOOL,84,F,MV1100084,Dhivehi,A
MV110,HURAVEE SCHOOL,84,F,MV1100084,Islam,A
MV110,HURAVEE SCHOOL,85,F,MV1100085,Dhivehi,A
MV110,HURAVEE SCHOOL,85,F,MV1100085,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,1,F,MV2010001,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,1,F,MV2010001,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,2,M,MV2010002,Dhivehi,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,2,M,MV2010002,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,3,M,MV2010003,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,3,M,MV2010003,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,4,M,MV2010004,Dhivehi,A*
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,4,M,MV2010004,Islam,A*
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,5,M,MV2010005,Dhivehi,D
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,5,M,MV2010005,Islam,D
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,6,M,MV2010006,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,6,M,MV2010006,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,7,F,MV2010007,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,7,F,MV2010007,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,8,F,MV2010008,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,8,F,MV2010008,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,9,F,MV2010009,Dhivehi,A*
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,9,F,MV2010009,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,10,F,MV2010010,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,10,F,MV2010010,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,11,F,MV2010011,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,11,F,MV2010011,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,12,F,MV2010012,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,12,F,MV2010012,Islam,D
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,13,F,MV2010013,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,13,F,MV2010013,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,14,F,MV2010014,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,14,F,MV2010014,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,15,F,MV2010015,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,15,F,MV2010015,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,16,F,MV2010016,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,16,F,MV2010016,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,17,F,MV2010017,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,17,F,MV2010017,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,18,F,MV2010018,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,18,F,MV2010018,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,19,F,MV2010019,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,19,F,MV2010019,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,20,M,MV2010020,Dhivehi,D
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,20,M,MV2010020,Islam,D
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,21,M,MV2010021,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,21,M,MV2010021,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,22,M,MV2010022,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,22,M,MV2010022,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,23,F,MV2010023,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,23,F,MV2010023,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,24,F,MV2010024,Dhivehi,A*
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,24,F,MV2010024,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,25,F,MV2010025,Dhivehi,A*
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,25,F,MV2010025,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,26,M,MV2010026,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,26,M,MV2010026,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,27,M,MV2010027,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,27,M,MV2010027,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,28,M,MV2010028,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,28,M,MV2010028,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,29,M,MV2010029,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,29,M,MV2010029,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,30,M,MV2010030,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,30,M,MV2010030,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,31,M,MV2010031,Dhivehi,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,31,M,MV2010031,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,32,M,MV2010032,Dhivehi,A*
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,32,M,MV2010032,Islam,A*
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,33,M,MV2010033,Dhivehi,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,33,M,MV2010033,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,34,F,MV2010034,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,34,F,MV2010034,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,35,M,MV2010035,Dhivehi,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,35,M,MV2010035,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,36,F,MV2010036,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,36,F,MV2010036,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,37,F,MV2010037,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,37,F,MV2010037,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,38,F,MV2010038,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,38,F,MV2010038,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,39,M,MV2010039,Dhivehi,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,39,M,MV2010039,Islam,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,40,M,MV2010040,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,40,M,MV2010040,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,41,F,MV2010041,Dhivehi,A*
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,41,F,MV2010041,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,42,M,MV2010042,Dhivehi,C
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,42,M,MV2010042,Islam,B
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,43,F,MV2010043,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,43,F,MV2010043,Islam,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,44,M,MV2010044,Dhivehi,D
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,44,M,MV2010044,Islam,D
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,45,F,MV2010045,Dhivehi,A
MV201,HAA ALIFU ATOLL EDUCATION CENTRE ,45,F,MV2010045,Islam,B
MV202,HAA ALIFU ATOLL SCHOOL,1,M,MV2020001,Dhivehi,B
